196 1 20
125380 1 13
134792 1 13
696 0 19
196 1 20
39156 0 7
696 0 19
196 1 20
41860 0 7
162424 1 13
832 0 19
196 1 20
41076 0 7
143480 1 13
196 1 20
39928 0 7
696 0 19
145048 1 13
200 1 20
832 0 19
37540 0 7
189092 1 13
196 1 20
696 0 19
166044 1 13
200 1 20
38748 0 7
832 0 19
225292 1 13
42404 0 7
196 1 20
696 0 19
43844 0 7
257996 1 13
196 1 20
832 0 19
49328 0 7
205744 1 13
196 1 20
45100 0 7
696 0 19
832 0 19
160980 1 13
200 1 20
696 0 19
40092 0 7
119588 1 13
196 1 20
